route_name,uri,http_methods,controller_class,controller_method,middleware_resolved,active_backoffice_present,mfa_backoffice_present,log_backoffice_present,role_middleware_active,role_middleware_excluded,permission_middleware,permission_catalog_exists,semantic_permission_available,permission_recommendation,permission_semantically_adequate,policy_class,policy_ability,policy_ability_source,form_request,form_request_authorize,feature_entitlement,feature_required,feature_key,municipality_source,municipal_record_scope,fail_closed_without_municipality,platform_route,municipal_route,mixed_context_route,record_model,operation_type,mfa_sensitive,audit_requirement,audit_implementation,private_data,bounded_context,bounded_context_label,target_sprint,risk,confidence,test_coverage,test_sources,source,migration_recommendation
backoffice.communications.event-rules.activate,backoffice/communications/event-rules/{notificationEventRule}/activate,POST,"App\Http\Controllers\Backoffice\NotificationEventRuleController",activate,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,0,0,,0,"App\Policies\NotificationEventRulePolicy",update,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\NotificationEventRule",mutation,1,required,confirmed,0,notifications,Notificações,47H,medium,low,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery,remove_fixed_role;define_semantic_permission;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.communications.event-rules.create,backoffice/communications/event-rules/create,GET,"App\Http\Controllers\Backoffice\NotificationEventRuleController",create,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,notifications.create,0,"App\Policies\NotificationEventRulePolicy",create,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\NotificationEventRule",read,0,not_required,confirmed,0,notifications,Notificações,47H,medium,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:notifications.create;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.communications.event-rules.deactivate,backoffice/communications/event-rules/{notificationEventRule}/deactivate,POST,"App\Http\Controllers\Backoffice\NotificationEventRuleController",deactivate,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,0,0,,0,"App\Policies\NotificationEventRulePolicy",update,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\NotificationEventRule",mutation,1,required,confirmed,0,notifications,Notificações,47H,medium,low,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery,remove_fixed_role;define_semantic_permission;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.communications.event-rules.edit,backoffice/communications/event-rules/{notificationEventRule}/edit,GET,"App\Http\Controllers\Backoffice\NotificationEventRuleController",edit,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,notifications.update,0,"App\Policies\NotificationEventRulePolicy",update,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\NotificationEventRule",read,0,not_required,confirmed,0,notifications,Notificações,47H,medium,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:notifications.update;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.communications.event-rules.index,backoffice/communications/event-rules,GET,"App\Http\Controllers\Backoffice\NotificationEventRuleController",index,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,notifications.view,0,"App\Policies\NotificationEventRulePolicy",viewAny,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\NotificationEventRule",read,0,not_required,confirmed,0,notifications,Notificações,47H,medium,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:notifications.view;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.communications.event-rules.store,backoffice/communications/event-rules,POST,"App\Http\Controllers\Backoffice\NotificationEventRuleController",store,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,notifications.create,0,"App\Policies\NotificationEventRulePolicy",create,confirmed,"App\Http\Requests\StoreNotificationEventRuleRequest",always_true,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\NotificationEventRule",mutation,1,required,confirmed,0,notifications,Notificações,47H,medium,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|form_request_reflection|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:notifications.create;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.communications.event-rules.update,backoffice/communications/event-rules/{notificationEventRule},PUT|PATCH,"App\Http\Controllers\Backoffice\NotificationEventRuleController",update,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,notifications.update,0,"App\Policies\NotificationEventRulePolicy",update,confirmed,"App\Http\Requests\UpdateNotificationEventRuleRequest",always_true,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\NotificationEventRule",mutation,1,required,confirmed,0,notifications,Notificações,47H,medium,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|form_request_reflection|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:notifications.update;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.communications.index,backoffice/communications,GET,"App\Http\Controllers\Backoffice\NotificationCenterController",index,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,notifications.view,0,,viewAny,confirmed,,none,,0,,authenticated_user,candidate,,0,1,0,,read,0,not_required,unknown,0,notifications,Notificações,47H,medium,medium,route_name_reference,tests/Feature/Sprint16CommunicationsTest.php,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|permission_catalog|existing_test_route_reference,remove_fixed_role;apply_permission:notifications.view;preserve_active_mfa_log;add_http_security_tests
backoffice.communications.preferences.index,backoffice/communications/preferences,GET,"App\Http\Controllers\Backoffice\NotificationPreferenceController",index,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,notifications.view,0,"App\Policies\NotificationPreferencePolicy",viewAny,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\NotificationPreference",read,0,not_required,unknown,0,notifications,Notificações,47H,medium,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:notifications.view;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.communications.template-versions.activate,backoffice/communications/template-versions/{notificationTemplateVersion}/activate,POST,"App\Http\Controllers\Backoffice\NotificationTemplateVersionController",activate,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,0,0,,0,"App\Policies\NotificationTemplateVersionPolicy",approve,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\NotificationTemplateVersion",mutation,1,required,confirmed,0,notifications,Notificações,47H,medium,low,route_name_reference,tests/Feature/Sprint16CommunicationsTest.php,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|existing_test_route_reference,remove_fixed_role;define_semantic_permission;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.communications.template-versions.approve,backoffice/communications/template-versions/{notificationTemplateVersion}/approve,POST,"App\Http\Controllers\Backoffice\NotificationTemplateVersionController",approve,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,0,0,,0,"App\Policies\NotificationTemplateVersionPolicy",approve,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\NotificationTemplateVersion",mutation,1,required,confirmed,0,notifications,Notificações,47H,medium,low,route_name_reference,tests/Feature/Sprint16CommunicationsTest.php,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|existing_test_route_reference,remove_fixed_role;define_semantic_permission;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.communications.template-versions.archive,backoffice/communications/template-versions/{notificationTemplateVersion}/archive,POST,"App\Http\Controllers\Backoffice\NotificationTemplateVersionController",archive,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,notifications.update,0,"App\Policies\NotificationTemplateVersionPolicy",update,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\NotificationTemplateVersion",mutation,1,required,confirmed,0,notifications,Notificações,47H,medium,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:notifications.update;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.communications.template-versions.show,backoffice/communications/template-versions/{notificationTemplateVersion},GET,"App\Http\Controllers\Backoffice\NotificationTemplateVersionController",show,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,notifications.view,0,"App\Policies\NotificationTemplateVersionPolicy",view,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\NotificationTemplateVersion",read,0,not_required,confirmed,0,notifications,Notificações,47H,medium,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:notifications.view;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.communications.template-versions.store,backoffice/communications/templates/{notificationTemplate}/versions,POST,"App\Http\Controllers\Backoffice\NotificationTemplateVersionController",store,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,notifications.create,0,"App\Policies\NotificationTemplatePolicy",update,confirmed,"App\Http\Requests\StoreNotificationTemplateVersionRequest",always_true,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\NotificationTemplate",mutation,1,required,confirmed,0,notifications,Notificações,47H,medium,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|form_request_reflection|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:notifications.create;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.communications.templates.archive,backoffice/communications/templates/{notificationTemplate}/archive,POST,"App\Http\Controllers\Backoffice\NotificationTemplateController",archive,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,notifications.update,0,"App\Policies\NotificationTemplatePolicy",update,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\NotificationTemplate",mutation,1,required,confirmed,0,notifications,Notificações,47H,medium,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:notifications.update;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.communications.templates.create,backoffice/communications/templates/create,GET,"App\Http\Controllers\Backoffice\NotificationTemplateController",create,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,notifications.create,0,"App\Policies\NotificationTemplatePolicy",create,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\NotificationTemplate",read,0,not_required,confirmed,0,notifications,Notificações,47H,medium,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:notifications.create;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.communications.templates.edit,backoffice/communications/templates/{notificationTemplate}/edit,GET,"App\Http\Controllers\Backoffice\NotificationTemplateController",edit,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,notifications.update,0,"App\Policies\NotificationTemplatePolicy",update,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\NotificationTemplate",read,0,not_required,confirmed,0,notifications,Notificações,47H,medium,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:notifications.update;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.communications.templates.index,backoffice/communications/templates,GET,"App\Http\Controllers\Backoffice\NotificationTemplateController",index,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,notifications.view,0,"App\Policies\NotificationTemplatePolicy",viewAny,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\NotificationTemplate",read,0,not_required,confirmed,0,notifications,Notificações,47H,medium,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:notifications.view;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.communications.templates.preview,backoffice/communications/templates/{notificationTemplate}/preview,GET|POST,"App\Http\Controllers\Backoffice\NotificationTemplateController",preview,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,notifications.update,0,"App\Policies\NotificationTemplatePolicy",view,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\NotificationTemplate",mutation,1,required,confirmed,0,notifications,Notificações,47H,medium,high,route_name_reference,tests/Feature/Sprint16CommunicationsTest.php,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog|existing_test_route_reference,remove_fixed_role;apply_permission:notifications.update;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.communications.templates.show,backoffice/communications/templates/{notificationTemplate},GET,"App\Http\Controllers\Backoffice\NotificationTemplateController",show,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,notifications.view,0,"App\Policies\NotificationTemplatePolicy",view,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\NotificationTemplate",read,0,not_required,confirmed,0,notifications,Notificações,47H,medium,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:notifications.view;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.communications.templates.store,backoffice/communications/templates,POST,"App\Http\Controllers\Backoffice\NotificationTemplateController",store,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,notifications.create,0,"App\Policies\NotificationTemplatePolicy",create,confirmed,"App\Http\Requests\StoreNotificationTemplateRequest",always_true,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\NotificationTemplate",mutation,1,required,confirmed,0,notifications,Notificações,47H,medium,high,route_name_reference,tests/Feature/Sprint16CommunicationsTest.php,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|form_request_reflection|policy_discovery|permission_catalog|existing_test_route_reference,remove_fixed_role;apply_permission:notifications.create;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.communications.templates.update,backoffice/communications/templates/{notificationTemplate},PUT|PATCH,"App\Http\Controllers\Backoffice\NotificationTemplateController",update,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,notifications.update,0,"App\Policies\NotificationTemplatePolicy",update,confirmed,"App\Http\Requests\UpdateNotificationTemplateRequest",always_true,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\NotificationTemplate",mutation,1,required,confirmed,0,notifications,Notificações,47H,medium,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|form_request_reflection|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:notifications.update;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.internal-alerts.detect,backoffice/internal-alerts/detect,POST,"App\Http\Controllers\Backoffice\InternalAlertController",detect,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,notifications.view,0,"App\Policies\InternalAlertPolicy",viewAny,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\InternalAlert",mutation,1,required,missing,0,notifications,Notificações,47H,medium,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:notifications.view;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.internal-alerts.dismiss,backoffice/internal-alerts/{internalAlert}/dismiss,POST,"App\Http\Controllers\Backoffice\InternalAlertController",dismiss,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,notifications.view,0,"App\Policies\InternalAlertPolicy",update,confirmed,"App\Http\Requests\ResolveInternalAlertRequest",custom,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\InternalAlert",mutation,1,required,missing,0,notifications,Notificações,47H,medium,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|form_request_reflection|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:notifications.view;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.internal-alerts.index,backoffice/internal-alerts,GET,"App\Http\Controllers\Backoffice\InternalAlertController",index,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,notifications.view,0,"App\Policies\InternalAlertPolicy",viewAny,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\InternalAlert",read,0,not_required,unknown,0,notifications,Notificações,47H,medium,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:notifications.view;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.internal-alerts.resolve,backoffice/internal-alerts/{internalAlert}/resolve,POST,"App\Http\Controllers\Backoffice\InternalAlertController",resolve,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,notifications.view,0,"App\Policies\InternalAlertPolicy",update,confirmed,"App\Http\Requests\ResolveInternalAlertRequest",custom,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\InternalAlert",mutation,1,required,missing,0,notifications,Notificações,47H,medium,high,route_name_reference,tests/Feature/Sprint24BackofficeOperationalTest.php,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|form_request_reflection|policy_discovery|permission_catalog|existing_test_route_reference,remove_fixed_role;apply_permission:notifications.view;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.internal-alerts.show,backoffice/internal-alerts/{internalAlert},GET,"App\Http\Controllers\Backoffice\InternalAlertController",show,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,notifications.view,0,"App\Policies\InternalAlertPolicy",view,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\InternalAlert",read,0,not_required,unknown,0,notifications,Notificações,47H,medium,high,route_name_reference,tests/Feature/Sprint24BackofficeOperationalTest.php,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog|existing_test_route_reference,remove_fixed_role;apply_permission:notifications.view;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.official-notifications.create,backoffice/official-notifications/create,GET,"App\Http\Controllers\Backoffice\OfficialNotificationController",create,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,notifications.create,0,"App\Policies\OfficialNotificationPolicy",create,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\OfficialNotification",read,0,not_required,confirmed,0,notifications,Notificações,47H,medium,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:notifications.create;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.official-notifications.index,backoffice/official-notifications,GET,"App\Http\Controllers\Backoffice\OfficialNotificationController",index,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,notifications.view,0,"App\Policies\OfficialNotificationPolicy",viewAny,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\OfficialNotification",read,0,not_required,confirmed,0,notifications,Notificações,47H,medium,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:notifications.view;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.official-notifications.mark-failed,backoffice/official-notifications/{officialNotification}/mark-failed,POST,"App\Http\Controllers\Backoffice\OfficialNotificationController",markFailed,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,notifications.view,0,"App\Policies\OfficialNotificationPolicy",update,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\OfficialNotification",mutation,1,required,confirmed,0,notifications,Notificações,47H,medium,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:notifications.view;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.official-notifications.mark-sent,backoffice/official-notifications/{officialNotification}/mark-sent,POST,"App\Http\Controllers\Backoffice\OfficialNotificationController",markSent,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,notifications.view,0,"App\Policies\OfficialNotificationPolicy",update,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\OfficialNotification",mutation,1,required,confirmed,0,notifications,Notificações,47H,medium,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:notifications.view;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.official-notifications.show,backoffice/official-notifications/{officialNotification},GET,"App\Http\Controllers\Backoffice\OfficialNotificationController",show,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,notifications.view,0,"App\Policies\OfficialNotificationPolicy",view,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\OfficialNotification",read,0,not_required,confirmed,0,notifications,Notificações,47H,medium,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:notifications.view;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.official-notifications.store,backoffice/official-notifications,POST,"App\Http\Controllers\Backoffice\OfficialNotificationController",store,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",0,0,0,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,notifications.create,0,"App\Policies\OfficialNotificationPolicy",create,confirmed,"App\Http\Requests\StoreOfficialNotificationRequest",always_true,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\OfficialNotification",mutation,1,required,confirmed,0,notifications,Notificações,47H,medium,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|form_request_reflection|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:notifications.create;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.work-tasks.claim,backoffice/work-tasks/{workTask}/claim,POST,"App\Http\Controllers\Backoffice\WorkTaskController",claim,"web|auth|role:administrator,municipal_technician,jury,legal_manager,financial_manager,housing_manager,maintenance_manager,inspection_manager,support_agent,auditor|active.backoffice|mfa.backoffice|log.backoffice",1,1,1,"role:administrator,municipal_technician,jury,legal_manager,financial_manager,housing_manager,maintenance_manager,inspection_manager,support_agent,auditor",,,1,1,work_tasks.claim,0,"App\Policies\WorkTaskPolicy",claim,confirmed,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\WorkTask",mutation,1,required,confirmed,0,notifications,Notificações,47H,medium,high,route_name_reference,tests/Feature/Security/WorkTaskAuthorizationTest.php,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog|existing_test_route_reference,remove_fixed_role;apply_permission:work_tasks.claim;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
